Date,time,open,high,low,close,volume
2018.04.01,0:00,119.5,119.5,119.5,119.5,211985
2018.04.08,0:00,117.5,122.5,111,113,219235
2018.04.22,0:00,151.5,152.5,141.5,146,364312
2018.05.13,0:00,145.75,146.5,128.5,136.5,537638
2018.05.20,0:00,139.5,139.75,114.37,117.87,534491
2018.05.27,0:00,117,122.23,109.48,117.98,12522
2018.06.03,0:00,124.48,125.98,114.07,117.57,9603
2018.06.10,0:00,101.58,106.08,87.08,95.08,14196
2018.06.17,0:00,93.58,99.08,80.58,81.08,6849
2018.06.24,0:00,78.58,82.08,70.58,71.58,6704
2018.07.01,0:00,79.08,87.58,76.08,80.58,7260
2018.07.08,0:00,82.93,82.93,73.93,75.43,7545
2018.07.15,0:00,78.93,93.93,77.43,81.82,8820
2018.07.22,0:00,81.32,90.32,80.32,83.82,5741
2018.07.29,0:00,82.82,83.82,74.82,76.82,7756
2018.08.05,0:00,74.32,76.57,59.82,60.07,6644
2018.08.12,0:00,59.57,60.57,49.07,58.57,8235
2018.08.19,0:00,57.57,59.07,53.07,57.57,5216
2018.08.26,0:00,56.57,63.57,56.57,61.82,3324
2018.09.02,0:00,65.32,69.17,53.82,56.57,3874
2018.09.09,0:00,56.07,58.57,47.07,57.82,4420
2018.09.16,0:00,57.07,62.07,50.57,60.07,10076
2018.09.23,0:00,60.32,65.3,53.93,61.32,26973
2018.09.30,0:00,60.21,61.57,56.2,57.47,31292
2018.10.07,0:00,57.22,59.39,49.35,52.77,7366
2018.10.14,0:00,51.36,56.32,50.33,52.47,12333
2018.10.21,0:00,51.97,52.47,50.97,51.47,10488
2018.10.28,0:00,50.72,51.42,46.96,50.94,8172
2018.11.04,0:00,53.22,56.17,50.87,50.97,36477
2018.11.11,0:00,50.07,51.17,38.83,41.78,47574
2018.11.18,0:00,41.93,42.14,30.17,31.27,68903
2018.11.25,0:00,30.02,35.81,27.32,31.22,43119
2018.12.02,0:00,33.08,33.23,22.03,24.82,25709
2018.12.09,0:00,24.85,25.48,22.08,22.38,16592
2018.12.16,0:00,25.03,32.98,24.78,29.98,30281
2018.12.23,0:00,33.13,36.43,27.28,31.91,18614
2018.12.30,0:00,31.2,33.38,29.98,32.07,14724
2019.01.06,0:00,38.88,40.93,31.68,32.53,30700
2019.01.13,0:00,29.48,32.68,28.23,30.78,17833
2019.01.20,0:00,30.38,33.03,28.23,32.03,18936
2019.01.27,0:00,32.24,33.03,29.63,33.03,19303
2019.02.03,0:00,32.93,44.43,31.65,40.95,189640
2019.02.10,0:00,45.9,46.52,39.44,41.62,448540
2019.02.17,0:00,42.84,51.7,42.84,48.58,532301
2019.02.24,0:00,44.07,48.54,42.26,47.86,434095
2019.03.03,0:00,47.26,58.64,44.5,55.7,412667
2019.03.10,0:00,56.11,58.45,51.92,58.04,162719
2019.03.17,0:00,60.48,62.04,56.71,58.72,119534
2019.03.24,0:00,59.06,61.39,56.93,60.8,74164
2019.03.31,0:00,60.16,99.19,59.69,87.8,334736
2019.04.07,0:00,92.41,94.45,75.18,78.37,331601
2019.04.14,0:00,79.14,84.51,74.87,81.64,257067
2019.04.21,0:00,76.33,79.6,68.75,70.4,290054
2019.04.28,0:00,66.89,79.46,64.58,78.09,200313
2019.05.05,0:00,75.56,78.99,70.85,76.04,290388
2019.05.12,0:00,86.15,107.44,81.41,86.51,589235
2019.05.19,0:00,96.34,103.9,84.26,102.24,361458
2019.05.26,0:00,112.25,121.93,104.29,111.02,449267
2019.06.02,0:00,114.04,121.13,96.97,115.46,373337
2019.06.09,0:00,113.7,144.1,111.46,129.76,480007
2019.06.16,0:00,136.18,141.43,128.07,136.84,463739
2019.06.23,0:00,137.46,138.19,108.45,119.01,520867
2019.06.30,0:00,128.55,128.6,110.79,118.24,376131
2019.07.07,0:00,119.83,125.27,94.92,104.79,179389
2019.07.14,0:00,92.55,104.6,76.17,97.23,252200
2019.07.21,0:00,98.88,100.54,86.6,93.9,121069
2019.07.28,0:00,88.07,100.44,81.94,92.91,147842
2019.08.04,0:00,92.86,106.78,82.17,84.14,216551
2019.08.11,0:00,89.7,89.98,70.7,75.02,172143
2019.08.18,0:00,77.81,78.68,69.64,74.47,108229
2019.08.25,0:00,71.03,75.28,61.71,64.91,87045
2019.09.01,0:00,66.49,70.7,61.94,64.77,82769
2019.09.08,0:00,70.02,72.84,66.23,67.79,74091
2019.09.15,0:00,68.89,79.95,68.87,73.77,96725
2019.09.22,0:00,71.15,73.82,49.9,54.81,172473
2019.09.29,0:00,52.22,57.35,51.94,56.73,80913
2019.10.06,0:00,54.58,59.84,52.07,55.41,60540
2019.10.13,0:00,54.93,57.2,50.91,52.89,896598
2019.10.20,0:00,54.68,58.61,46.84,56.75,1746998
2019.10.27,0:00,59.67,62.46,56.58,58.08,2373133
2019.11.03,0:00,58.46,64.07,57.77,60.37,1896114
2019.11.10,0:00,63.88,64.19,55.95,57.27,1689608
2019.11.17,0:00,59.31,59.32,43.48,48.19,1708023
2019.11.24,0:00,45.16,49.31,42.31,48.5,1983411
2019.12.01,0:00,47.79,48,43.6,45.08,1679766
2019.12.08,0:00,45.58,45.82,42.72,44.09,1222915
2019.12.15,0:00,43.41,43.48,35.77,40.1,1494001
2019.12.22,0:00,41.57,42.45,39.39,40.68,1056683
2019.12.29,0:00,43.04,43.94,38.61,41.38,1485044
2020.01.05,0:00,42.98,49.14,42.81,48.41,1720801
2020.01.12,0:00,50.64,62.79,48.54,60.75,2690967
2020.01.19,0:00,56.93,58.89,50.4,54.45,2669109
2020.01.26,0:00,55.59,69.68,55.52,67.75,2682345
2020.02.02,0:00,70.62,75,66.45,72.97,1723239
2020.02.09,0:00,76.5,83.86,71.87,82.31,2009795
2020.02.16,0:00,73.46,79.62,65.05,72.55,2438586
2020.02.23,0:00,79.11,79.88,56.25,59.69,2304578
2020.03.01,0:00,57.86,63.67,57.09,62.85,2477423
2020.03.08,0:00,52.63,53.25,24.53,35.58,2963104
2020.03.15,0:00,37.64,43.47,29.01,35.36,2954374
2020.03.22,0:00,36.01,41.05,34.27,39.73,2934275
2020.03.29,0:00,36.95,42.9,36.78,39.99,1723671
2020.04.05,0:00,39.96,47.34,39.9,42.04,2219289
2020.04.12,0:00,43.1,43.68,37.61,42.12,2032159
2020.04.19,0:00,42.7,44.72,39.23,44.36,1421026
2020.04.26,0:00,43.96,50.39,42.83,46.58,1929588
2020.05.03,0:00,47.39,48.05,43.96,47.6,1467389
2020.05.10,0:00,42,44.03,38.95,42,909702
2020.05.17,0:00,43.61,46.27,41.28,44.27,1020523
2020.05.24,0:00,42.9,44.99,41.39,44.26,840527
2020.05.31,0:00,45.72,49.79,43.88,46.67,1066167
2020.06.07,0:00,46.25,46.87,41.66,44.57,703433
2020.06.14,0:00,43.61,44.69,41.52,42.86,811226
2020.06.21,0:00,42.86,44.42,41.08,43.02,461508
2020.06.28,0:00,41.13,41.97,40.06,41.05,402686
2020.07.05,0:00,41.02,45.61,41.01,43.85,523353
2020.07.12,0:00,44,45.34,40.57,41.59,356461
2020.07.19,0:00,42.27,45.49,41.12,44.29,281144
2020.07.26,0:00,47.78,58.92,46.6,58.05,1083134
2020.08.02,0:00,57.08,60.67,54.19,56.81,994569
2020.08.09,0:00,56.61,59.39,51.19,56.56,933838
2020.08.16,0:00,61.59,68.53,58.34,60.19,1496533
2020.08.23,0:00,60.67,62.79,53.69,56.54,997928
2020.08.30,0:00,61.31,64.14,44.78,50.89,990294
2020.09.06,0:00,48.23,49.33,45.01,48.59,717458
2020.09.13,0:00,47.58,50.07,46.68,47.8,597482
2020.09.20,0:00,46.63,47.4,41.34,45.83,623668
2020.09.27,0:00,45.61,48.23,42.96,44.67,604540
2020.10.04,0:00,46.37,47.99,44.7,47.31,550482
2020.10.11,0:00,50.27,51.24,45.28,46.97,691162
2020.10.18,0:00,47.13,56.69,46.11,55.28,1023586
2020.10.25,0:00,58.47,60.19,51.87,53.81,1316718
2020.11.01,0:00,55.19,62.73,50.76,61.01,1995775
2020.11.08,0:00,60.7,66.23,56.72,65.35,1311962
2020.11.15,0:00,61.92,85.4,61.78,83.74,1399603
2020.11.22,0:00,85.61,93.61,64.28,68.66,2036313
2020.11.29,0:00,79.15,92.68,76.3,80.78,1705472
2020.12.06,0:00,82.13,86.6,69.68,72.7,1381846
2020.12.13,0:00,81.53,112.28,78.06,107.66,1598339
2020.12.20,0:00,113.77,118.1,97.81,106.63,1357068
2020.12.27,0:00,127.69,136.43,119.56,123.76,1052796
2021.01.03,0:00,156.83,181.24,139.21,167.74,2244417
2021.01.10,0:00,170.16,171.76,112.43,140.35,1706025
2021.01.17,0:00,143.64,166.02,122.68,137.93,1142332
2021.01.24,0:00,139.28,147.45,117.92,135.49,971679
2021.01.31,0:00,128.19,158.59,125.69,152.38,863932
2021.02.07,0:00,150.42,197.62,147.45,194.58,1165443
2021.02.14,0:00,218.22,241.22,185.18,237.08,1295436
2021.02.21,0:00,225.66,227.16,155.11,168.69,1855650
2021.02.28,0:00,164.73,196.23,163.56,180.61,1319536
2021.03.07,0:00,187.4,223.23,179.36,221.1,1187961
2021.03.14,0:00,217.7,222.09,191.31,200.41,1040504
2021.03.21,0:00,197.06,198.43,167.22,182.38,1051227
2021.03.28,0:00,181.5,211.41,181.1,205.81,594712
2021.04.04,0:00,201.7,243.97,197.68,222.72,938809
2021.04.11,0:00,247.01,315.66,238.86,309.63,1131964
2021.04.18,0:00,268.35,289.01,206.58,235.98,1395146
2021.04.25,0:00,215.53,270.01,214.84,265.34,862422
2021.05.02,0:00,268.03,372.08,266.49,345.97,1494079
2021.05.09,0:00,367.19,412.65,291.62,320.12,1500832
2021.05.16,0:00,286.75,317.57,143.68,168.09,1592418
2021.05.23,0:00,138.88,208.51,137.99,176.22,1200691
2021.05.30,0:00,172.76,197.21,163.09,178.59,765000
2021.06.06,0:00,174.4,181.64,144.6,163.44,777141
2021.06.13,0:00,170.41,180.54,150.72,153.41,465169
2021.06.20,0:00,155.19,155.69,105.23,128.05,737248
2021.06.27,0:00,125.41,148.62,124.49,132.5,488320
2021.07.04,0:00,145.69,147.47,125.26,132.96,352306
2021.07.11,0:00,132.94,139,119.86,122.99,348057
2021.07.18,0:00,118.47,121.65,103.42,119.44,335154
2021.07.25,0:00,124.1,143.23,124.06,142.17,442934
2021.08.01,0:00,145.73,150.34,135.05,148.03,349706
2021.08.08,0:00,148.44,182.32,144.58,180.71,520255
2021.08.15,0:00,183.21,188.7,162.07,180.38,559881
2021.08.22,0:00,178.41,191.18,164.51,174.3,511103
2021.08.29,0:00,175.15,217.08,165.13,211.34,528941
2021.09.05,0:00,224.58,231.95,154.67,174.39,657920
2021.09.12,0:00,177.97,229.97,170.84,179.96,372441
2021.09.19,0:00,176.55,176.94,141.28,150.72,578077
2021.09.26,0:00,151.9,166.6,139.26,165.37,527372
2021.10.03,0:00,169.97,186.5,160.9,175.41,503089
2021.10.10,0:00,174.47,192.38,165.66,191.22,529021
2021.10.17,0:00,178.44,214.04,177.96,191.98,449009
2021.10.24,0:00,189.34,204.3,170.71,193.75,579049
2021.10.31,0:00,191.61,208.9,187.37,196.73,589242
2021.11.07,0:00,201.15,294.43,199.97,251.26,1331359
2021.11.14,0:00,272.38,280.58,199.13,216.6,1499892
2021.11.21,0:00,226.4,229.18,189.21,197.99,769575
2021.11.28,0:00,198.11,219.23,179.48,189.46,595386
2021.12.05,0:00,153.58,169.68,141.07,152.3,690531
2021.12.12,0:00,159.34,160.53,140.68,153.62,573344
2021.12.19,0:00,153.6,166.2,144.75,156.35,405109
2021.12.26,0:00,156.31,160.76,142.05,149.85,399524
2022.01.02,0:00,149.84,151.28,124.27,131.33,605772
2022.01.09,0:00,131.33,149.19,120.19,146.05,538532
2022.01.16,0:00,146.05,153.46,103.71,107.51,874084
2022.01.23,0:00,107.49,116.01,96.87,107.69,643485
2022.01.30,0:00,107.69,127.33,103.86,124.29,446995
2022.02.06,0:00,124.28,143.37,116.77,120.77,565971
2022.02.13,0:00,120.78,131.95,108.05,109.51,300471
2022.02.20,0:00,109.52,114.37,91.14,102.33,481660
2022.02.27,0:00,102.35,115.52,98.5,103.64,402013
2022.03.06,0:00,103.64,108.78,95.74,103.97,346788
2022.03.13,0:00,103.97,117.85,100.28,114.07,270881
2022.03.20,0:00,114.08,127.12,112.53,126.71,291115
2022.03.27,0:00,126.7,133.53,118.6,126.4,335722
2022.04.03,0:00,126.4,128.93,109.03,113.7,312272
2022.04.10,0:00,113.68,114.44,101.21,110.58,289538
2022.04.17,0:00,110.59,114,102.97,104.18,214985
2022.04.24,0:00,104.18,105.04,93.58,98.52,331552
2022.05.01,0:00,98.52,106.62,91.14,94.5,387433
2022.05.08,0:00,94.5,95.01,51.58,70.24,882484
2022.05.15,0:00,70.25,73.81,64.16,70.31,405024
2022.05.22,0:00,70.32,73.42,60.04,62.51,311396
2022.05.29,0:00,62.52,70.06,60.84,62.98,253384
2022.06.05,0:00,62.98,65.96,48.17,49.57,335881
2022.06.12,0:00,49.57,55.83,39.94,54.62,963697
2022.06.19,0:00,54.63,60,49.95,58.31,538476
2022.06.26,0:00,58.32,58.34,48.63,50.61,407758
2022.07.03,0:00,50.62,54.51,47.45,51.13,335637
2022.07.10,0:00,51.13,55.87,45.98,55.36,277536
2022.07.17,0:00,55.36,61.3,54.04,58.9,462061
2022.07.24,0:00,58.9,64.09,51.57,61.73,384177
2022.07.31,0:00,61.74,62.13,56.22,61.44,280036
2022.08.07,0:00,61.45,65.36,57.14,62.95,231158
2022.08.14,0:00,62.95,64.87,52.27,54.94,271606
2022.08.21,0:00,54.93,57.81,51.25,54.64,304496
2022.08.28,0:00,54.64,61.95,51.44,59.72,354102
2022.09.04,0:00,59.72,64.23,52.47,62.36,274144
2022.09.11,0:00,62.35,66.92,54.18,55.81,331913
2022.09.18,0:00,55.79,55.82,49.72,53.08,307964
2022.09.25,0:00,53.06,55.09,50.57,52.18,260879
2022.10.02,0:00,52.18,55.27,51.07,53.2,180643
2022.10.09,0:00,53.2,53.99,47.92,50.99,178402
2022.10.16,0:00,50.99,52.98,49.15,52.69,134548
2022.10.23,0:00,52.69,57.16,51.69,55.26,204516
2022.10.30,0:00,55.26,71.38,53.63,68.91,490932
2022.11.06,0:00,68.91,72.7,47.09,56.4,987887
2022.11.13,0:00,56.4,64.28,52.96,60.38,404284
2022.11.20,0:00,60.39,81.85,58.74,75.37,648641
2022.11.27,0:00,75.37,80.13,70.11,76.23,358890
2022.12.04,0:00,76.23,84.45,74.12,76.92,317843
2022.12.11,0:00,76.91,79.36,62.22,63.88,306780
2022.12.18,0:00,63.88,66.31,60.58,65.08,190473
2022.12.25,0:00,69.78,70.64,65.09,67.45,118913
2023.01.01,0:00,69.93,77.54,69.82,76.03,218449
2023.01.08,0:00,76.04,90.63,75.92,87.44,438140
2023.01.15,0:00,87.44,90.78,81.33,87.06,399340
2023.01.22,0:00,87.05,97.28,85.08,96.39,393662
2023.01.29,0:00,96.39,101.87,87.94,95.13,398844
2023.02.05,0:00,95.13,101.85,89.64,91.73,366845
2023.02.12,0:00,91.72,105.14,87.83,98,540334
2023.02.19,0:00,97.92,98.19,89.61,94.65,528122
2023.02.26,0:00,94.64,97.83,85.25,89.79,376677
2023.03.05,0:00,89.8,90.19,65.19,72.89,638965
2023.03.12,0:00,72.89,88.01,72.27,83.94,911388
2023.03.19,0:00,83.95,95.55,76.45,92.41,851685
2023.03.26,0:00,92.4,94.06,85.17,91.03,672724
2023.04.02,0:00,91.02,95.41,88.71,89.71,414944
2023.04.09,0:00,89.71,101.72,89.49,100.84,430246
2023.04.16,0:00,100.84,102.9,83.85,85.74,480344
2023.04.23,0:00,85.74,93.53,83.81,88.1,425624
2023.04.30,0:00,88.1,89.43,80.76,83.83,303837
2023.05.07,0:00,83.83,84.87,74.83,82.22,355484
2023.05.14,0:00,82.18,94.51,81.73,91.27,368802
2023.05.21,0:00,91.27,92.66,82.12,90,265098
2023.05.28,0:00,90.01,96.85,87.24,95.45,324394
2023.06.04,0:00,95.44,95.69,73.78,77.9,340855
2023.06.11,0:00,77.9,79.29,70.86,76.99,257647
2023.06.18,0:00,76.99,93.23,75.13,86.7,306992
2023.06.25,0:00,86.7,113.31,81.27,111.61,600349
2023.07.02,0:00,111.61,114.41,93.83,95.9,490041
2023.07.09,0:00,95.9,103.93,91.44,93.48,397137
2023.07.16,0:00,93.48,95.97,88.9,92.86,245169
2023.07.23,0:00,92.86,95.59,87.02,93.15,183367
2023.07.30,0:00,93.15,94.59,91.32,91.54,25735
